dataset_name,player_id,match_id,team_id,player_name,player_name_raw,role_name,specific_position,position_status,team_name,n_touches,minute_min,minute_max,match_date
1liga,48,2499752,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,76,0.0,90.0,
1liga,48,2499766,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,164,0.0,91.0,
1liga,48,2499778,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,73,0.0,75.0,
1liga,48,2499783,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,69,0.0,92.0,
1liga,48,2499797,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,107,0.0,87.0,
1liga,48,2499807,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,47,1.0,88.0,
1liga,48,2499816,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,70,2.0,90.0,
1liga,48,2499827,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,105,0.0,93.0,
1liga,48,2499830,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,78,0.0,94.0,
1liga,48,2499847,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,80,0.0,58.0,
1liga,48,2499852,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,75,0.0,92.0,
1liga,48,2499867,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,60,2.0,93.0,
1liga,48,2499877,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,87,0.0,90.0,
1liga,48,2499888,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,104,0.0,92.0,
1liga,48,2499895,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,65,0.0,92.0,
1liga,48,2499901,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,63,0.0,92.0,
1liga,48,2499916,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,74,0.0,90.0,
1liga,48,2499926,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,92,0.0,93.0,
1liga,48,2499937,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,103,0.0,92.0,
1liga,48,2499946,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,79,1.0,86.0,
1liga,48,2499955,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,66,2.0,94.0,
1liga,48,2499968,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,49,0.0,87.0,
1liga,48,2499975,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,82,0.0,92.0,
1liga,48,2499987,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,79,0.0,91.0,
1liga,48,2500007,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,128,0.0,92.0,
1liga,48,2500009,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,85,0.0,95.0,
1liga,48,2500027,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,116,1.0,94.0,
1liga,48,2500031,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,63,0.0,91.0,
1liga,48,2500046,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,68,0.0,96.0,
1liga,48,2500057,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,71,1.0,92.0,
1liga,48,2500061,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,87,0.0,90.0,
1liga,48,2500077,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,90,1.0,95.0,
1liga,48,2500088,1624,J. Vertonghen,J. Vertonghen,Defender,CB,DEF_NEEDS_DETAIL,Tottenham Hotspur,93,1.0,82.0,
1liga,54,2499725,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,100,1.0,91.0,
1liga,54,2499737,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,77,5.0,91.0,
1liga,54,2499746,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,74,2.0,83.0,
1liga,54,2499752,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,68,0.0,67.0,
1liga,54,2499766,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,131,1.0,93.0,
1liga,54,2499778,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,51,0.0,71.0,
1liga,54,2499783,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,66,0.0,73.0,
1liga,54,2499797,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,89,2.0,96.0,
1liga,54,2499807,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,43,3.0,80.0,
1liga,54,2499816,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,87,1.0,91.0,
1liga,54,2499827,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,86,0.0,89.0,
1liga,54,2499830,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,72,0.0,93.0,
1liga,54,2499847,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,93,3.0,94.0,
1liga,54,2499852,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,85,0.0,76.0,
1liga,54,2499867,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,54,1.0,61.0,
1liga,54,2499877,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,92,0.0,91.0,
1liga,54,2499888,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,116,0.0,92.0,
1liga,54,2499895,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,50,3.0,92.0,
1liga,54,2499901,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,82,0.0,92.0,
1liga,54,2499916,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,69,3.0,91.0,
1liga,54,2499926,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,107,0.0,93.0,
1liga,54,2499937,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,92,0.0,92.0,
1liga,54,2499946,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,94,0.0,86.0,
1liga,54,2499968,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,92,0.0,93.0,
1liga,54,2499975,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,77,0.0,92.0,
1liga,54,2499987,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,58,6.0,91.0,
1liga,54,2499993,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,113,0.0,93.0,
1liga,54,2500007,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,115,2.0,92.0,
1liga,54,2500009,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,82,0.0,93.0,
1liga,54,2500027,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,74,4.0,93.0,
1liga,54,2500031,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,69,3.0,92.0,
1liga,54,2500046,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,98,0.0,97.0,
1liga,54,2500057,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,71,3.0,94.0,
1liga,54,2500061,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,110,0.0,93.0,
1liga,54,2500077,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,72,3.0,92.0,
1liga,54,2500088,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,117,1.0,95.0,
1liga,54,2500097,1624,C. Eriksen,C. Eriksen,Midfielder,CAM,MID_NEEDS_DETAIL,Tottenham Hotspur,79,5.0,92.0,
1liga,74,2499733,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,99,0.0,91.0,
1liga,74,2499754,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,46,0.0,91.0,
1liga,74,2499763,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,109,0.0,93.0,
1liga,74,2499815,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,117,0.0,90.0,
1liga,74,2499828,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,66,0.0,90.0,
1liga,74,2499835,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,73,1.0,91.0,
1liga,74,2499842,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,72,0.0,91.0,
1liga,74,2499872,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,94,0.0,93.0,
1liga,74,2499887,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,106,0.0,91.0,
1liga,74,2499889,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,92,0.0,91.0,
1liga,74,2499899,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,48,0.0,92.0,
1liga,74,2499913,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,101,1.0,86.0,
1liga,74,2499931,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,90,1.0,95.0,
1liga,74,2500043,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,69,1.0,85.0,
1liga,74,2500068,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,110,1.0,93.0,
1liga,74,2500072,1612,R. Klavan,R. Klavan,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,104,1.0,95.0,
1liga,93,2499721,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,21,3.0,70.0,
1liga,93,2499730,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,40,2.0,71.0,
1liga,93,2499746,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,21,1.0,44.0,
1liga,93,2499751,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,40,0.0,92.0,
1liga,93,2499763,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,13,6.0,55.0,
1liga,93,2499790,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,29,46.0,93.0,
1liga,93,2499802,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,11,70.0,92.0,
1liga,93,2499812,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,67,1.0,92.0,
1liga,93,2499824,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,42,0.0,90.0,
1liga,93,2499832,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,39,4.0,95.0,
1liga,93,2499839,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,69,0.0,81.0,
1liga,93,2499849,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,48,0.0,95.0,
1liga,93,2499864,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,55,0.0,90.0,
1liga,93,2499869,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,64,0.0,90.0,
1liga,93,2499879,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,56,0.0,91.0,
1liga,93,2499891,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,45,0.0,88.0,
1liga,93,2499901,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,44,3.0,90.0,
1liga,93,2499914,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,51,2.0,94.0,
1liga,93,2499922,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,55,1.0,93.0,
1liga,93,2499931,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,50,1.0,90.0,
1liga,93,2499941,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,52,2.0,80.0,
1liga,93,2499951,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,62,0.0,95.0,
1liga,93,2499964,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,44,0.0,81.0,
1liga,93,2499972,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,56,0.0,92.0,
1liga,93,2499986,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,36,3.0,83.0,
1liga,93,2499992,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,71,0.0,92.0,
1liga,93,2500000,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,66,0.0,87.0,
1liga,93,2500018,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,52,5.0,89.0,
1liga,93,2500020,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,51,0.0,90.0,
1liga,93,2500049,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,39,0.0,89.0,
1liga,93,2500066,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,63,0.0,93.0,
1liga,93,2500069,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,61,0.0,94.0,
1liga,93,2500080,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,56,0.0,84.0,
1liga,93,2500089,1646,J. Guðmundsson,J. Guðmundsson,Midfielder,RW,MID_NEEDS_DETAIL,Burnley,47,2.0,76.0,
1liga,107,2499723,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,51,0.0,91.0,
1liga,107,2499735,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,32,0.0,83.0,
1liga,107,2499748,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,58,1.0,91.0,
1liga,107,2499756,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,46,3.0,91.0,
1liga,107,2499765,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,60,0.0,92.0,
1liga,107,2499776,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,64,0.0,90.0,
1liga,107,2499786,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,48,0.0,96.0,
1liga,107,2499794,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,37,0.0,92.0,
1liga,107,2499805,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,74,0.0,95.0,
1liga,107,2499817,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,38,6.0,95.0,
1liga,107,2499825,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,59,1.0,92.0,
1liga,107,2499831,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,45,1.0,90.0,
1liga,107,2499840,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,54,5.0,90.0,
1liga,107,2499858,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,65,1.0,92.0,
1liga,107,2499866,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,76,0.0,96.0,
1liga,107,2499877,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,44,1.0,78.0,
1liga,107,2499879,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,76,1.0,94.0,
1liga,107,2499896,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,44,2.0,60.0,
1liga,107,2499936,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,46,0.0,65.0,
1liga,107,2499956,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,60,3.0,94.0,
1liga,107,2499967,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,61,1.0,93.0,
1liga,107,2499969,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,54,2.0,93.0,
1liga,107,2499985,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,96,0.0,87.0,
1liga,107,2500005,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,35,23.0,87.0,
1liga,107,2500029,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,36,1.0,86.0,
1liga,107,2500046,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,58,0.0,95.0,
1liga,107,2500058,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,58,1.0,93.0,
1liga,107,2500066,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,59,1.0,89.0,
1liga,107,2500072,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,58,0.0,95.0,
1liga,107,2500086,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,49,2.0,93.0,
1liga,107,2500096,1639,E. Pieters,E. Pieters,Defender,LB,DEF_NEEDS_DETAIL,Stoke City,78,2.0,88.0,
1liga,116,2499727,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,55,3.0,97.0,
1liga,116,2499733,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,36,1.0,69.0,
1liga,116,2499743,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,61,2.0,91.0,
1liga,116,2499754,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,21,0.0,56.0,
1liga,116,2499773,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,42,0.0,90.0,
1liga,116,2499785,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,49,0.0,86.0,
1liga,116,2499793,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,79,0.0,92.0,
1liga,116,2499815,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,65,0.0,87.0,
1liga,116,2499828,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,56,0.0,92.0,
1liga,116,2499835,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,63,3.0,92.0,
1liga,116,2499842,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,21,68.0,91.0,
1liga,116,2499858,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,84,0.0,87.0,
1liga,116,2499861,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,81,0.0,93.0,
1liga,116,2499887,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,67,0.0,73.0,
1liga,116,2499889,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,45,2.0,92.0,
1liga,116,2499913,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,62,2.0,90.0,
1liga,116,2499923,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,10,84.0,93.0,
1liga,116,2499931,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,42,3.0,89.0,
1liga,116,2499943,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,67,1.0,88.0,
1liga,116,2499957,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,58,2.0,71.0,
1liga,116,2499984,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,52,0.0,89.0,
1liga,116,2500014,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,12,81.0,94.0,
1liga,116,2500023,1612,G. Wijnaldum,G. Wijnaldum,Midfielder,CM,MID_NEEDS_DETAIL,Liverpool,40,1.0,66.0,
