dataset_name,player_id,match_id,team_id,player_name,player_name_raw,role_name,specific_position,position_status,team_name,n_touches,minute_min,minute_max,match_date,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
1liga,8416,2500030,1651,G. Murray,G. Murray,Forward,ST,FWD_NEEDS_DETAIL,Brighton & Hove Albion,59,0.0,85.0,,0.21550563,-0.088860616,-0.123612784,-0.031215433,0.10785209,0.26486817,-0.03874516,0.16691819,0.071083196,-0.21059851,0.07501343,-0.2110457,-0.073602945,0.054251947,0.08374294,0.27167556,-0.019639716,-0.05674306,-0.13294883,0.15907283,0.02347702,-0.09205295,-0.013559681,-0.10509433,0.12939182,0.0093414625,0.023435302,0.0561647,-0.1706782,0.112691306,0.019260045,0.18996696,-0.07410765,0.022444291,-0.10706483,-0.11865211,0.16426352,-0.033291213,0.06653935,0.07321534,-0.013338866,0.19623901,-0.10838136,0.053701542,0.03361443,0.07697398,-0.18503238,-0.090269886,0.2039057,-0.09290129,-0.016458353,-0.11313062,-0.20050794,-0.17096433,-0.16242981,0.012221943,-0.16468099,0.13127936,-0.17066064,-0.033496786,-0.12227155,0.1789673,0.09931336,0.031336658
1liga,8416,2500041,1651,G. Murray,G. Murray,Forward,ST,FWD_NEEDS_DETAIL,Brighton & Hove Albion,57,0.0,65.0,,0.15354796,-0.050645795,-0.17365988,-0.020358985,0.091575176,0.22798589,-0.0273056,0.04950202,0.020729741,-0.17280284,0.17051871,-0.25649858,-0.0739597,0.14691357,0.141293,0.23831558,0.033349548,-0.053841233,-0.16707301,0.10026235,-0.0014105771,-0.15653487,-0.07071671,-0.07372431,0.19816254,0.053900022,-0.019697119,0.14988817,-0.15376918,-0.023657622,0.11583557,0.24594024,-0.092187285,0.004336108,-0.024598235,-0.20494877,0.12204658,0.058130514,0.07601965,0.021977808,0.0035592886,0.095701925,-0.06622799,0.03724679,-0.0039632423,0.12413895,-0.19912499,-0.06758207,0.1839049,-0.18000439,0.12659362,-0.019191312,-0.1769344,-0.046191175,-0.11597127,0.08851102,-0.16076212,0.07610111,-0.1491299,0.032995872,-0.100478165,0.15594923,0.18134281,0.02903103
1liga,8416,2500050,1651,G. Murray,G. Murray,Forward,ST,FWD_NEEDS_DETAIL,Brighton & Hove Albion,43,2.0,91.0,,-0.10223794,0.28786808,-0.11026125,0.26184982,0.0995782,0.06974132,0.05832783,-0.13964708,-0.027885899,0.08526173,0.30593288,-0.056890476,-0.17734624,-0.062996514,-0.1325189,-0.055218726,0.061147038,0.09668759,0.112950265,-0.092852764,-0.072640106,0.066018805,-0.14405882,0.11766712,-0.082431965,-0.10127139,-0.2036504,0.086384766,-0.15304902,-0.05372731,0.21825342,0.1349302,0.12721418,-0.033155277,-0.021693116,-0.12865168,-0.06913019,0.084003925,0.016647393,-0.036712494,-0.057514403,-0.13966316,0.07289478,-0.17678832,0.17461723,0.0013332822,0.24756314,-0.10217451,-0.080805644,0.11834016,-0.037307434,0.026488865,-0.13164803,0.0056136195,0.050964247,0.2658084,-0.12826273,-0.044381507,-0.012322806,0.09806571,0.02751648,0.029604182,0.04452869,-0.19002923
1liga,8416,2500061,1651,G. Murray,G. Murray,Forward,ST,FWD_NEEDS_DETAIL,Brighton & Hove Albion,37,0.0,70.0,,-0.16775766,0.04558064,-0.08890454,0.17936736,0.1418914,0.19513105,-0.07584989,0.029154368,0.0636725,-0.12067704,0.33305937,-0.13671632,0.102743216,0.17453673,0.035543498,0.13079996,-0.0010034788,0.06220582,0.031399447,0.13102889,0.010718634,-0.08446532,-0.17154585,0.2127423,0.051723257,-0.020402832,-0.27142632,0.038874038,-0.07493175,-0.094677575,0.14456561,0.079425514,0.06394074,-0.04579546,0.06390979,-0.17187485,0.10922354,0.023477843,-0.05666605,0.029420627,0.04376752,0.045115955,0.03356192,-0.1731734,0.03819142,0.23941264,0.20861295,-0.18329844,-0.011263373,-0.12555353,0.16906328,-0.14097242,-0.1957545,-0.07088794,-0.050371688,0.10555769,0.0070939506,-0.018739529,0.14428046,0.1542507,-0.028334722,-0.101695284,0.116791084,-0.12141831
1liga,8416,2500069,1651,G. Murray,G. Murray,Forward,ST,FWD_NEEDS_DETAIL,Brighton & Hove Albion,16,68.0,92.0,,0.052493196,0.12552921,-0.101415634,-0.09833052,0.109844856,0.038564682,-0.10103984,0.09288555,-0.1807372,0.24374984,0.24409173,-0.23292157,-0.02604933,0.053461894,-0.011432301,0.045282457,-0.059536446,-0.058089994,-0.13022304,-0.15347335,0.031150782,0.11134716,-0.022629403,-0.023702018,-0.026230045,0.25189266,-0.1570643,0.121034265,-0.11927582,0.046745975,0.115684986,0.014787922,-0.080200754,-0.08496367,0.057439845,-0.051893435,-0.16873316,0.022494767,0.22074443,0.117925465,-0.14778943,0.18003413,0.034614813,0.06880527,-0.04944408,0.16523734,0.24893957,-0.097376525,0.06610455,0.11922853,-0.15698959,0.02478606,-0.23625731,0.034393847,0.058436926,0.14643353,0.10639042,0.22559014,0.07117124,-0.08905196,0.07560462,-0.045055933,0.060557302,-0.19288327
1liga,8416,2500081,1651,G. Murray,G. Murray,Forward,ST,FWD_NEEDS_DETAIL,Brighton & Hove Albion,59,0.0,90.0,,-0.2668366,0.061087683,0.048062332,0.32561728,0.0645634,0.14460139,-0.030407418,-0.11301277,0.1012398,-0.0841759,0.15598626,-0.050647963,0.1293148,0.12967978,0.024628097,0.031265832,0.109919004,0.036608715,0.020567855,-0.036812566,-0.0352464,0.06167184,-0.11160246,0.124579735,-0.0430502,-0.12928556,-0.32695538,-0.087586075,0.026408518,-0.23970278,0.16810247,0.010187929,0.08901058,0.08787085,0.08281594,-0.11940691,0.045042902,0.11511221,-0.051347077,0.006637453,0.12875514,-0.08135754,0.09622102,-0.24280713,0.2738431,0.030289905,0.11644495,-0.03850586,-0.15706883,-0.04489972,0.14968967,-0.0464269,-0.099218585,-0.108352914,-0.034058552,0.1752387,-0.09092354,-0.13886094,0.0706639,0.14024188,0.07238423,-0.03740387,0.05595912,-0.16418894
1liga,8416,2500092,1651,G. Murray,G. Murray,Forward,ST,FWD_NEEDS_DETAIL,Brighton & Hove Albion,16,60.0,90.0,,-0.17303726,-0.10619139,-0.051086932,-0.15456505,0.19246204,0.04077728,-0.19366787,0.09241946,0.17555188,-0.05514671,0.08867585,0.06284857,0.11985235,-0.07531125,-0.010214145,0.04426598,-0.24505872,-0.0770127,0.0168082,0.094307326,0.04637604,-0.093052365,0.039382167,0.348539,-0.08069141,0.071906574,0.025997767,0.14688623,-0.0016668496,0.16747363,0.08244446,-0.17970148,0.14785467,-0.25958923,0.07886592,0.08703281,-0.015671333,-0.104887605,-0.06875832,-0.05227057,-0.06539157,-0.051706813,-0.07499212,-0.046096426,-0.102691,0.21643446,0.15966472,-0.22679235,0.0036626444,-0.21301566,-0.08159827,-0.14550258,0.09548059,0.07378405,0.051837537,-0.022323482,0.2094419,-0.07037664,0.055723183,-0.101422146,-0.078661464,-0.17546232,-0.093619175,-0.0016976746
1liga,8422,2499722,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,64,2.0,89.0,,0.22447817,-0.021851722,0.15734632,0.015873963,0.07348304,0.012594059,0.03972851,0.0017885083,-0.0031210228,0.10671833,-0.11598296,-0.1982557,-0.046978604,0.0050622784,0.042423036,0.07508577,-0.05306686,-0.090005726,-0.03310315,-0.13115121,-0.17034115,0.0138051445,0.024065586,-0.118653715,0.035190735,0.0053271535,0.029973608,-0.20206049,-0.030247282,0.058147192,0.06413114,0.01775488,-0.1973297,0.18082102,-0.12083459,0.23130544,-0.0072068456,0.10659335,0.041885078,-0.04781442,-0.117891245,0.22016129,-0.05810298,-0.092657104,0.2973793,-0.14921118,-0.03702239,-0.058989983,-0.10621454,0.17250878,-0.19378647,0.044704266,-0.019120507,-0.08108417,-0.04699019,0.10947073,-0.13793604,0.0023749333,-0.26879293,-0.32673824,0.19512787,0.13799497,-0.12010409,-0.044509448
1liga,8422,2499791,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,53,0.0,92.0,,0.1767817,0.17328224,0.008399363,0.20333944,0.12320072,0.059708226,0.16413054,0.032854136,0.00021611874,0.04522666,0.04262084,-0.06951673,-0.1494057,-0.13212655,-0.08179626,0.056204647,0.040958166,0.11706699,0.11769138,-0.042622488,-0.14279692,0.028717084,-0.09582321,-0.12721328,-0.03844215,-0.11845115,-0.04350448,-0.08617827,-0.21034126,0.13293953,0.12791464,0.21691027,-0.04163369,0.083039634,-0.17998713,0.074024566,0.113175176,-0.055437036,-0.052654713,-0.087584384,-0.12928647,0.10736625,-0.014876877,-0.19929041,0.27601585,-0.16184677,0.121693864,-0.061645802,-0.084921435,0.21172237,-0.19916455,-0.030107968,-0.08138838,-0.16269386,-0.14330506,0.15776972,-0.22026457,-0.04083765,-0.18617372,-0.061931055,0.12472473,0.130272,-0.066224106,-0.075548716
1liga,8422,2499803,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,38,0.0,68.0,,0.28850204,-0.041818388,-0.11086259,0.019961733,0.070757,0.17682794,0.11707303,0.13782544,-0.025289152,-0.15630512,0.04608507,-0.14285521,-0.14861658,0.020754583,0.061651412,0.16653155,-0.054226894,0.014666445,-0.018627254,0.026187086,-0.06886634,-0.054105777,-0.10528353,-0.19451949,0.11770083,-0.022873323,0.05304083,-0.002226031,-0.15882224,0.1144651,0.05273335,0.28264374,-0.13987492,0.14796293,-0.20721804,-0.016701303,0.18478332,-0.026671274,0.027377179,0.013633893,-0.08972655,0.24377644,-0.10225396,0.0006134157,0.14424926,-0.011014772,-0.14260274,-0.01865795,0.07959567,-0.041060053,-0.09315937,-0.0695757,-0.1380299,-0.18311499,-0.17690773,0.08259175,-0.25158307,0.15455234,-0.17829472,-0.09278457,0.004635435,0.21539581,0.039731972,0.069979176
1liga,8422,2499813,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,60,1.0,96.0,,0.16781121,0.058104306,0.24256231,-0.0026427873,0.07319366,0.081306405,-0.028728766,0.053292762,0.03654047,0.13711552,-0.034085594,-0.23972806,0.034095187,-0.011403661,0.03216492,0.049780197,-0.0077231983,-0.10332464,-0.1690092,-0.094692074,-0.057637885,0.09195583,0.08210489,-0.0785778,-0.04055003,0.1219416,-0.0035498678,-0.19832833,-0.028828623,0.08633881,-0.053898703,-0.07326681,-0.14254364,0.10944962,-0.14531718,0.22002341,-0.0465544,0.041324385,0.11156681,0.037187986,-0.18464127,0.21781804,0.024943182,-0.10496198,0.28944582,-0.07725197,0.033319883,-0.12707376,-0.05541708,0.2743558,-0.1991808,0.02132657,-0.083107494,-0.14661293,-0.016267383,0.00458353,-0.047271173,0.10597125,-0.17703623,-0.30839866,0.11470918,0.07712735,-0.18718989,-0.06405013
1liga,8422,2499827,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,41,1.0,92.0,,0.27097717,0.019689867,-0.049043614,0.07589708,0.14699161,0.13258761,0.10646279,0.03400854,-0.019445464,-0.013250088,0.02141089,-0.16231473,-0.12582645,-0.08271505,-0.0024809756,0.18902597,-0.09105645,-0.070471436,0.029492306,-0.07985759,-0.11250688,-0.01563231,-0.054024264,-0.14313245,0.06433331,-0.042801373,-0.06612662,0.013307044,-0.1895961,0.13135871,0.18112096,0.21598737,-0.12345389,0.105769806,-0.0676187,0.045304526,0.09149647,0.0098324595,0.052479394,-0.02060161,-0.06668835,0.23025125,-0.100760095,-0.0018581752,0.22931501,-0.051073104,-0.059969272,-0.07601537,0.014223169,0.05009507,-0.23961724,-0.023818854,-0.16782138,-0.13937539,-0.11903655,0.19500327,-0.30266973,0.013854853,-0.2562866,-0.16502674,0.09154932,0.21944079,0.01048832,-0.043018445
1liga,8422,2499833,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,60,2.0,93.0,,0.23034643,0.008612131,0.10234076,0.019842321,0.08991079,-0.0024001515,0.02701329,-0.017459778,-0.057916515,0.16040565,-0.021675013,-0.28545198,-0.073656484,0.07289366,0.07176797,0.12237151,-0.030867172,-0.11091038,-0.046774026,-0.13339397,-0.17925586,-0.00095246837,-0.004380209,-0.12531076,0.09849709,0.03906633,-0.027601894,-0.14295429,-0.06663187,-0.007002817,0.13576862,0.045473088,-0.21072677,0.16026442,-0.077907324,0.16971819,-0.045237996,0.16799407,0.07061306,-0.021508137,-0.119720235,0.24541117,-0.05327101,-0.08804215,0.25927764,-0.116618946,0.008062275,-0.05989391,-0.06664493,0.18576455,-0.13624096,0.06653229,-0.073964484,-0.026332539,-0.02299696,0.16663206,-0.12632498,0.0064359894,-0.26590466,-0.27988747,0.20901074,0.13416782,-0.012858128,-0.1134398
1liga,8422,2499840,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,42,0.0,91.0,,0.07729371,0.16966313,-0.019834153,0.20161457,0.18726599,0.16145575,0.050830357,0.10684428,0.10472003,-0.02038672,0.17186618,-0.17708974,-0.034163993,-0.041417938,-0.056093797,0.18907829,0.09191285,0.14043376,-0.009216396,0.15540664,-0.082060054,-0.07285826,-0.12385085,0.011817631,-0.010917718,-0.050237667,-0.100708134,-0.005351959,-0.29876736,0.09552449,0.11435767,0.18888886,0.08692942,-0.077116564,-0.1380041,-0.072588004,0.18582702,-0.11740669,-0.08615051,-0.06981852,-0.12275398,0.021390678,-0.00891075,-0.29122594,0.15877253,0.020267667,0.21257712,-0.21719445,-0.017663201,0.14121756,-0.022858197,-0.15424962,-0.14274628,-0.19309768,-0.1475258,0.0700262,-0.12328447,-0.102435395,-0.072143964,0.08988713,-0.0031925414,0.020589437,0.002146343,-0.099859186
1liga,8422,2499851,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,43,1.0,87.0,,0.11916131,0.14715962,-0.1078823,0.13084145,0.052264433,0.0588177,0.14852366,0.1742042,-0.03946448,-0.037299242,0.11880713,-0.061451945,-0.14298041,0.002735807,-0.038430694,0.0682212,0.16039489,0.276857,0.05355212,0.093326285,-0.10883568,0.0045742383,-0.16802076,-0.19011527,0.021931522,-0.05002707,0.0531628,-0.048123725,-0.26467946,0.07283973,0.04522438,0.3084768,0.010248299,0.04788231,-0.28662992,-0.07933586,0.20199874,-0.16699828,-0.08081229,-0.059684563,-0.15879495,0.076289,0.0015723946,-0.23922496,0.08931249,-0.10433922,0.14891073,0.011949529,-0.008135326,0.13730201,0.018432975,-0.11221846,-0.05534263,-0.17504153,-0.22795746,0.033073172,-0.07854453,0.07055732,-0.039814167,0.14567178,0.047767073,0.038806543,0.05111844,-0.020879753
1liga,8422,2499868,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,50,5.0,91.0,,0.25633657,-0.051750366,0.023782406,-0.013281989,0.07458108,0.15496658,-0.019400766,0.17142448,0.018956505,-0.015654927,-0.049534068,-0.1931051,-0.08958397,0.020776799,0.03669602,0.14459969,-0.018703796,-0.06570315,-0.097870134,-0.08576516,-0.07608762,0.09941123,0.029371409,-0.22025421,-0.05263904,0.06024189,0.060597517,-0.124037854,-0.11324778,0.111790255,-0.038597208,0.04218009,-0.14278856,0.16140191,-0.21873508,0.11821909,0.017570961,-0.011386423,0.14931972,0.110627875,-0.09957682,0.26573172,-0.06756068,-0.0069426484,0.23370242,-0.108421415,-0.137915,0.009924509,0.021012854,0.08495101,-0.23698384,-0.09881375,-0.09240952,-0.21325164,-0.09454356,-0.0027803264,-0.11996848,0.19966882,-0.23841284,-0.23998176,0.07286433,0.17688796,-0.061274957,0.017857239
1liga,8422,2499870,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,67,2.0,93.0,,0.20198366,0.16931194,0.03025853,0.10275488,0.120491624,0.026172867,0.050164938,0.16597696,-0.009131758,0.1443438,0.018578216,-0.16097026,-0.123481095,-0.0516735,-0.058096744,0.06353575,0.10272452,0.12524304,-0.01943109,-0.04194279,-0.108486764,0.10689962,-0.013729785,-0.19365574,-0.1216158,0.002953376,0.013006725,-0.16084582,-0.19589593,0.12260767,0.014628713,0.07089255,-0.09426466,0.058615483,-0.22786157,0.14878023,0.012791467,-0.059413742,0.045410365,-0.006338755,-0.19101347,0.16802457,-0.0039630546,-0.19932547,0.2591283,-0.18962137,0.15162924,-0.0377185,-0.0781333,0.28678286,-0.20689832,-0.043761894,-0.05935108,-0.1756841,-0.10256401,0.051688515,-0.02437555,0.081880055,-0.18630692,-0.1617493,0.12863083,0.09767919,-0.07717373,-0.08670666
1liga,8422,2499883,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,62,0.0,91.0,,0.16666448,0.10807997,0.09102308,0.10743722,0.11560444,0.044303015,0.09978134,-0.094577216,-0.00893438,0.09963628,0.13734172,-0.275683,-0.08808579,0.027289568,0.08256842,0.10883209,-0.012910941,-0.10626402,-0.05101191,-0.114937216,-0.15459473,-0.028197162,-0.053548265,-0.05355074,0.14824502,0.01750792,-0.08683529,-0.01533351,-0.12722369,-0.042228997,0.21213557,0.14800109,-0.11270918,0.114405155,-0.09221703,0.095885485,-0.011470783,0.15359294,0.027544748,-0.06065441,-0.15449129,0.16602753,0.00094601716,-0.16928644,0.3341598,-0.073010825,0.039116472,-0.108260125,-0.04068767,0.1725987,-0.06573694,0.09031854,-0.08483705,-0.025332963,-0.042065427,0.23286565,-0.2212809,-0.04916384,-0.26623777,-0.16724974,0.1616896,0.14601992,0.019713517,-0.118227355
1liga,8422,2499894,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,66,3.0,93.0,,0.21123584,0.13386817,0.038241647,0.13554715,0.1307779,0.1757552,0.084684335,0.10637471,0.052041277,-0.023549432,0.097424634,-0.2307637,-0.052693367,-0.052652854,0.00024244003,0.19777693,0.06248801,0.07732506,-0.06310118,0.15025629,-0.07247732,-0.060477022,-0.085906595,-0.08236036,0.08704779,-0.013150421,-0.0476601,-0.058530014,-0.26027706,0.14880314,0.050844043,0.2417095,-0.04241151,0.006525053,-0.16953681,-0.043592654,0.22001496,-0.08187594,-0.044175506,-0.040820345,-0.16274366,0.15939349,-0.015624416,-0.19443142,0.15827325,-0.005288538,0.095947996,-0.20285374,0.05030295,0.2167643,-0.060232688,-0.093194954,-0.21050371,-0.21272212,-0.17994983,0.05188616,-0.20024958,-0.009109764,-0.12922315,-0.009761935,-0.010418762,0.099369,-0.021767609,-0.078276336
1liga,8422,2499907,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,57,2.0,91.0,,0.27628982,0.018489944,-0.06286679,0.10103714,0.14386381,0.19170436,0.10824993,0.07874434,0.04198237,-0.109927796,0.05810173,-0.16596358,-0.124778375,-0.059674114,0.008278136,0.23246686,-0.048235748,-0.019416865,0.014380883,0.05863198,-0.08622386,-0.074062966,-0.07972751,-0.11715121,0.094504796,-0.06808285,-0.03028033,0.016744712,-0.22227204,0.14252596,0.12242502,0.25127816,-0.07925431,0.07672816,-0.12441792,-0.013948163,0.18201515,-0.033315755,0.0010048392,-0.01770818,-0.06880556,0.20655495,-0.10718278,-0.04592889,0.187091,-0.016553821,-0.08017357,-0.11109276,0.059769984,0.024333801,-0.14804922,-0.08550734,-0.17844458,-0.18583806,-0.15695335,0.11484356,-0.30193144,0.01566189,-0.2284683,-0.084864415,-0.0006599563,0.21677154,0.031529427,0.0007334467
1liga,8422,2499911,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,69,3.0,93.0,,0.17786902,0.07413267,0.25236836,0.008467772,0.065236956,0.08567203,-0.008932572,0.052492533,0.043775704,0.11675342,-0.023029145,-0.27663928,0.03164313,0.0022513764,0.05629464,0.08321936,0.036569085,-0.079939306,-0.19951616,-0.031681363,-0.06632479,0.06017128,0.07631089,-0.09020681,0.028140645,0.112299465,0.0095395185,-0.20564985,-0.057281576,0.067866825,-0.049420502,-0.020382062,-0.14647667,0.10931376,-0.16376457,0.18725775,0.0060876124,0.037448272,0.079502806,0.01125959,-0.20361254,0.22056963,0.030545374,-0.14146495,0.28666937,-0.08706445,0.03288605,-0.14592153,-0.031455528,0.3069313,-0.12609869,0.03322523,-0.09568139,-0.15235166,-0.05808175,0.0052904855,-0.06526242,0.080900475,-0.19542992,-0.27156356,0.09350648,0.089402854,-0.15710399,-0.07363865
1liga,8422,2499921,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,49,0.0,96.0,,0.18408796,0.034048278,0.20720495,-0.024660675,0.036280844,0.174803,-0.044807594,0.103060804,0.075350754,0.007124023,0.03750458,-0.3484573,0.040158622,0.09298428,0.1161358,0.15142462,0.074503094,-0.07464024,-0.30207232,0.08478435,-0.02322329,0.0044353786,0.04791336,-0.08919576,0.09315591,0.1570084,0.050277706,-0.16287984,-0.08475594,0.029014282,-0.11729864,0.019561013,-0.11918459,0.09298181,-0.21598697,0.07469886,0.074627854,0.027385531,0.090588324,0.06162722,-0.20305581,0.20072149,0.029082587,-0.13581383,0.2074539,-0.005058787,-0.05147883,-0.17192328,0.059996907,0.2322217,0.016686076,-0.029286696,-0.13233759,-0.18995038,-0.07544637,-0.07885258,-0.06398165,0.13985461,-0.16022576,-0.1884964,-0.02010314,0.09232667,-0.09471875,-0.018513147
1liga,8422,2499935,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,63,3.0,92.0,,0.19487378,0.043371636,0.10808057,0.041292395,0.05571689,-0.008117828,0.08067039,0.035515044,-0.050870728,0.11223106,-0.028065493,-0.14696343,-0.0853533,0.001343338,0.02546502,-0.011745984,-0.04596345,-0.026361978,0.013751779,-0.19828714,-0.14838244,0.08418407,-0.017867243,-0.15639824,-0.027855193,0.019132331,0.019234829,-0.17464575,-0.038893696,0.051988892,0.04329191,0.048142657,-0.18376274,0.19832829,-0.18909925,0.24111022,-0.0409664,0.06655289,0.057523727,-0.01628277,-0.15326443,0.22802468,-0.0031414805,-0.11081756,0.32839984,-0.1655922,0.01703211,0.0024413664,-0.12126323,0.1808056,-0.2168283,0.03731505,4.7803307e-05,-0.097073056,-0.05240162,0.120959364,-0.10936932,0.08904822,-0.22153527,-0.2886984,0.22376545,0.11545409,-0.12056208,-0.026170112
1liga,8422,2499941,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,53,0.0,93.0,,-0.11181284,-0.0017425247,0.18871436,0.07623736,-0.024465853,0.04826424,-0.03170181,-0.059241954,-0.0043624532,0.13850012,-0.3281988,0.086009994,0.23733884,-0.037107334,-0.047983997,0.14103286,0.34655213,0.15850157,-0.17263961,-0.016826214,-0.12945952,0.12391189,0.01932953,-0.14444682,-0.06119062,0.15809833,0.019160671,-0.17615274,-0.022264404,-0.063277245,0.090488836,0.021058924,-0.032989763,-0.00066587486,0.1445982,-0.146446,0.23697068,-0.22386599,-0.0012341455,-0.109974734,-0.03597144,-0.11264927,0.026543481,-0.11008738,-0.14312805,-0.14088333,-0.028955782,0.111132525,-0.26554704,0.04751852,0.023060668,-0.044666495,0.0019340448,-0.09335112,-0.14798217,-0.14329226,0.044019412,-0.12741378,0.10128543,0.11709422,0.0037349346,-0.035100225,-0.090212695,-0.048664995
1liga,8422,2499949,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,66,0.0,92.0,,0.21051195,-0.053059883,-0.20158325,0.043439448,0.15819314,0.25851107,-0.008004033,0.1643181,0.07235377,-0.20327501,0.119150214,-0.18397935,-0.118281476,0.06716994,0.058232427,0.28969455,0.008726413,-0.00079719105,-0.058737203,0.14878193,-0.010343992,-0.115451254,-0.08050251,-0.113638066,0.07003412,-0.029499838,-0.0022218004,0.08960691,-0.21379562,0.08577666,0.08891039,0.20961183,-0.038685184,0.0030263064,-0.11425584,-0.13139363,0.17530766,-0.030689765,0.03684216,0.052037038,0.0011813346,0.13796197,-0.12892002,-0.0080942195,0.046909545,0.056710817,-0.14872788,-0.06492439,0.15316111,-0.14713113,-0.013640146,-0.14888525,-0.16327538,-0.17374915,-0.14518982,0.04095167,-0.17542878,0.080196306,-0.1715808,0.025646653,-0.10510855,0.18310499,0.13640647,0.03484588
1liga,8422,2499961,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,78,0.0,92.0,,0.18117398,-0.13072671,0.12711167,-0.043721225,0.011757363,-0.009544221,0.02906536,-0.1294831,-0.038292147,0.060189497,-0.08845236,-0.28271642,-0.04732526,0.15346111,0.13315028,0.1503608,-0.0659765,-0.1613805,-0.056972157,-0.058793224,-0.24132195,-0.13823909,-0.03924484,-0.033463433,0.27496538,0.008385563,0.058057275,-0.1407698,0.0031625654,-0.099150896,0.16103368,0.07912006,-0.18521687,0.20545736,-0.048052464,0.095106184,0.031298276,0.24167535,-0.0062162154,-0.09264999,-0.06561403,0.15918843,-0.10627534,-0.06974873,0.15783358,-0.05861017,-0.11283572,-0.08309893,-0.055507973,0.0536608,0.047551,0.079799995,-0.012413941,0.058326256,-0.013099857,0.15224506,-0.18511899,-0.08707275,-0.2554526,-0.23116633,0.16504991,0.11796552,0.02480771,-0.06102023
1liga,8422,2499973,1628,W. Zaha,W. Zaha,Midfielder,ST,MID_NEEDS_DETAIL,Crystal Palace,77,1.0,93.0,,0.2141854,0.012975691,0.16208322,0.024564298,0.07055295,0.025855398,0.021935385,0.038488775,-0.0023014024,0.116894856,-0.08953048,-0.19475083,-0.055721,0.0057553058,0.0282542,0.052176114,-0.022901878,-0.062760815,-0.041163743,-0.12424709,-0.14451869,0.057115898,0.033676792,-0.1319318,-0.017295161,0.023638243,0.03703634,-0.2254313,-0.029010821,0.0713618,0.013193837,-0.01279435,-0.1888475,0.17594987,-0.16426279,0.2413371,-0.023791404,0.084087744,0.06306199,-0.0094671035,-0.140641,0.22762085,-0.03224906,-0.10537264,0.29895455,-0.16250865,-0.009396374,-0.048153,-0.09979716,0.213626,-0.20764004,0.025131665,-0.023714077,-0.11064768,-0.040948458,0.06991998,-0.091419764,0.061678212,-0.24723221,-0.32059518,0.17866974,0.124524176,-0.14032899,-0.047131006
