dataset_name,player_id,match_id,team_id,player_name,player_name_raw,role_name,specific_position,position_status,team_name,n_touches,minute_min,minute_max,match_date,raw_grid_0,raw_grid_1,raw_grid_2,raw_grid_3,raw_grid_4,raw_grid_5,raw_grid_6,raw_grid_7,raw_grid_8,raw_grid_9,raw_grid_10,raw_grid_11,raw_grid_12,raw_grid_13,raw_grid_14,raw_grid_15,raw_grid_16,raw_grid_17,raw_grid_18,raw_grid_19,raw_grid_20,raw_grid_21,raw_grid_22,raw_grid_23,raw_grid_24,raw_grid_25,raw_grid_26,raw_grid_27,raw_grid_28,raw_grid_29,raw_grid_30,raw_grid_31,raw_grid_32,raw_grid_33,raw_grid_34,raw_grid_35,raw_grid_36,raw_grid_37,raw_grid_38,raw_grid_39,raw_grid_40,raw_grid_41,raw_grid_42,raw_grid_43,raw_grid_44,raw_grid_45,raw_grid_46,raw_grid_47,raw_grid_48,raw_grid_49,raw_grid_50,raw_grid_51,raw_grid_52,raw_grid_53,raw_grid_54,raw_grid_55,raw_grid_56,raw_grid_57,raw_grid_58,raw_grid_59,raw_grid_60,raw_grid_61,raw_grid_62,raw_grid_63,raw_grid_64,raw_grid_65,raw_grid_66,raw_grid_67,raw_grid_68,raw_grid_69,raw_grid_70,raw_grid_71,raw_grid_72,raw_grid_73,raw_grid_74,raw_grid_75,raw_grid_76,raw_grid_77,raw_grid_78,raw_grid_79,raw_grid_80,raw_grid_81,raw_grid_82,raw_grid_83,raw_grid_84,raw_grid_85,raw_grid_86,raw_grid_87,raw_grid_88,raw_grid_89,raw_grid_90,raw_grid_91,raw_grid_92,raw_grid_93,raw_grid_94,raw_grid_95,raw_grid_96,raw_grid_97,raw_grid_98,raw_grid_99,raw_grid_100,raw_grid_101,raw_grid_102,raw_grid_103,raw_grid_104,raw_grid_105,raw_grid_106,raw_grid_107,raw_grid_108,raw_grid_109,raw_grid_110,raw_grid_111,raw_grid_112,raw_grid_113,raw_grid_114,raw_grid_115,raw_grid_116,raw_grid_117,raw_grid_118,raw_grid_119,raw_grid_120,raw_grid_121,raw_grid_122,raw_grid_123,raw_grid_124,raw_grid_125,raw_grid_126,raw_grid_127,raw_grid_128,raw_grid_129,raw_grid_130,raw_grid_131,raw_grid_132,raw_grid_133,raw_grid_134,raw_grid_135,raw_grid_136,raw_grid_137,raw_grid_138,raw_grid_139,raw_grid_140,raw_grid_141,raw_grid_142,raw_grid_143,raw_grid_144,raw_grid_145,raw_grid_146,raw_grid_147,raw_grid_148,raw_grid_149,raw_grid_150,raw_grid_151,raw_grid_152,raw_grid_153,raw_grid_154,raw_grid_155,raw_grid_156,raw_grid_157,raw_grid_158,raw_grid_159,raw_grid_160,raw_grid_161,raw_grid_162,raw_grid_163,raw_grid_164,raw_grid_165,raw_grid_166,raw_grid_167,raw_grid_168,raw_grid_169,raw_grid_170,raw_grid_171,raw_grid_172,raw_grid_173,raw_grid_174,raw_grid_175,raw_grid_176,raw_grid_177,raw_grid_178,raw_grid_179,raw_grid_180,raw_grid_181,raw_grid_182,raw_grid_183,raw_grid_184,raw_grid_185,raw_grid_186,raw_grid_187,raw_grid_188,raw_grid_189,raw_grid_190,raw_grid_191
1liga,7964,2499727,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,69,2.0,97.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.0,0.028985508,0.04347826,0.028985508,0.028985508,0.014492754,0.028985508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.0,0.0,0.04347826,0.04347826,0.028985508,0.0,0.0,0.014492754,0.014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826,0.014492754,0.014492754,0.0,0.0,0.0,0.028985508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.08695652,0.0,0.0,0.014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.04347826,0.028985508,0.028985508,0.0,0.014492754,0.028985508,0.014492754,0.014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.04347826,0.014492754,0.0,0.014492754,0.0,0.0,0.014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.0,0.028985508,0.0,0.0,0.0,0.0,0.014492754,0.0,0.014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1liga,7964,2499733,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,86,0.0,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627907,0.0,0.0,0.011627907,0.011627907,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255814,0.0,0.0,0.0,0.011627907,0.023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255814,0.0,0.034883723,0.0,0.046511628,0.023255814,0.046511628,0.011627907,0.011627907,0.0,0.0,0.0,0.0,0.011627907,0.0,0.011627907,0.0,0.0,0.011627907,0.0,0.011627907,0.046511628,0.034883723,0.011627907,0.011627907,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627907,0.011627907,0.011627907,0.046511628,0.011627907,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627907,0.011627907,0.0,0.023255814,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255814,0.023255814,0.0,0.011627907,0.0,0.023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627907,0.011627907,0.023255814,0.023255814,0.011627907,0.011627907,0.011627907,0.011627907,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.011627907,0.011627907,0.023255814,0.011627907,0.0,0.011627907,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255814,0.011627907,0.0,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627907,0.0,0.0,0.0,0.011627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1liga,7964,2499743,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,72,0.0,91.0,,0.0,0.0,0.0,0.013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777778,0.0,0.0,0.0,0.0,0.0,0.013888889,0.0,0.0,0.0,0.027777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888889,0.0,0.0,0.0,0.0,0.027777778,0.0,0.0,0.013888889,0.0,0.0,0.0,0.0,0.013888889,0.0,0.0,0.013888889,0.013888889,0.0,0.06944445,0.0,0.0,0.027777778,0.0,0.0,0.0,0.0,0.013888889,0.0,0.0,0.0,0.013888889,0.0,0.013888889,0.0,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.0,0.013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.055555556,0.013888889,0.013888889,0.0,0.0,0.0,0.0,0.0,0.013888889,0.0,0.0,0.0,0.0,0.013888889,0.013888889,0.027777778,0.013888889,0.013888889,0.0,0.055555556,0.013888889,0.027777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888889,0.0,0.013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888889,0.041666668,0.027777778,0.013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888889,0.027777778,0.041666668,0.013888889,0.041666668,0.0,0.0,0.013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.013888889,0.0,0.0,0.0,0.0,0.013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888889
1liga,7964,2499754,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,59,0.0,89.0,,0.0,0.0,0.0,0.0,0.016949153,0.0,0.033898305,0.0,0.0,0.0,0.0,0.0,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949153,0.0,0.016949153,0.0,0.0,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050847456,0.016949153,0.0,0.0,0.016949153,0.0,0.0,0.0,0.016949153,0.0,0.033898305,0.0,0.016949153,0.0,0.0,0.0,0.0,0.016949153,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949153,0.033898305,0.0,0.016949153,0.0,0.0,0.016949153,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949153,0.033898305,0.016949153,0.016949153,0.016949153,0.0,0.0,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.016949153,0.016949153,0.016949153,0.0,0.016949153,0.016949153,0.0,0.033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.016949153,0.0,0.0,0.06779661,0.033898305,0.050847456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949153,0.016949153,0.050847456,0.0,0.0,0.0,0.016949153,0.0,0.0,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949153,0.0,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949153,0.0,0.0,0.0,0.0,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1liga,7964,2499773,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,91,0.0,94.0,,0.0,0.0,0.0,0.010989011,0.0,0.0,0.010989011,0.0,0.010989011,0.010989011,0.021978023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.021978023,0.021978023,0.0,0.010989011,0.010989011,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021978023,0.032967035,0.032967035,0.0,0.0,0.054945055,0.010989011,0.021978023,0.0,0.0,0.0,0.0,0.010989011,0.010989011,0.0,0.0,0.0,0.021978023,0.010989011,0.0,0.010989011,0.010989011,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043956045,0.010989011,0.021978023,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021978023,0.021978023,0.0,0.010989011,0.0,0.0,0.010989011,0.010989011,0.0,0.0,0.0,0.0,0.0,0.021978023,0.0,0.0,0.021978023,0.021978023,0.010989011,0.021978023,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.010989011,0.021978023,0.0,0.0,0.0,0.0,0.0,0.0,0.021978023,0.010989011,0.0,0.0,0.010989011,0.0,0.010989011,0.021978023,0.043956045,0.021978023,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021978023,0.010989011,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989011,0.0,0.0
1liga,7964,2499785,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,92,0.0,87.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565,0.0,0.010869565,0.0,0.02173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565,0.0,0.0,0.0,0.0,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565,0.010869565,0.010869565,0.010869565,0.0,0.0,0.02173913,0.0,0.0,0.0,0.0,0.010869565,0.0,0.0,0.0,0.0,0.0,0.02173913,0.0,0.02173913,0.02173913,0.010869565,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826,0.010869565,0.0,0.010869565,0.010869565,0.0,0.02173913,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565,0.0,0.02173913,0.02173913,0.054347824,0.0,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.02173913,0.010869565,0.02173913,0.010869565,0.0,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565,0.0,0.010869565,0.0,0.0,0.010869565,0.02173913,0.0,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565,0.02173913,0.010869565,0.010869565,0.010869565,0.0,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565,0.02173913,0.032608695,0.032608695,0.08695652,0.02173913,0.02173913,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.0,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913,0.010869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1liga,7964,2499793,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,109,0.0,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091743115,0.0,0.0091743115,0.0091743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091743115,0.027522936,0.027522936,0.0,0.018348623,0.0,0.055045873,0.0091743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091743115,0.0091743115,0.036697246,0.0,0.0,0.0091743115,0.036697246,0.036697246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091743115,0.06422018,0.0,0.0091743115,0.027522936,0.018348623,0.0,0.0091743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027522936,0.04587156,0.0,0.036697246,0.0091743115,0.0091743115,0.0091743115,0.0091743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018348623,0.027522936,0.0091743115,0.0091743115,0.0091743115,0.0,0.0091743115,0.0091743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018348623,0.0,0.0091743115,0.0,0.018348623,0.0,0.0,0.0,0.0,0.0,0.0,0.0091743115,0.0,0.0,0.0091743115,0.0091743115,0.018348623,0.018348623,0.018348623,0.0091743115,0.036697246,0.018348623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091743115,0.0,0.0091743115,0.0091743115,0.0091743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018348623,0.0,0.0,0.0,0.0,0.0,0.0,0.0091743115,0.0091743115,0.0,0.0,0.0091743115,0.0,0.0091743115,0.0,0.0,0.0091743115,0.0091743115,0.0,0.0,0.0,0.0
1liga,7964,2499807,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,68,0.0,89.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05882353,0.014705882,0.0,0.014705882,0.0,0.0,0.0,0.0,0.014705882,0.0,0.014705882,0.0,0.0,0.014705882,0.0,0.014705882,0.029411765,0.029411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.014705882,0.029411765,0.014705882,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.014705882,0.014705882,0.0,0.014705882,0.0,0.029411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.0,0.0,0.04411765,0.0,0.0,0.0,0.029411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411765,0.014705882,0.05882353,0.014705882,0.0,0.014705882,0.029411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411765,0.014705882,0.0,0.0,0.029411765,0.0,0.014705882,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.0,0.0,0.029411765,0.0,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.014705882,0.014705882,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.029411765,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882,0.0,0.014705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1liga,7964,2499815,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,139,0.0,91.0,,0.0,0.0,0.0,0.0,0.0,0.007194245,0.0,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194245,0.0,0.007194245,0.021582734,0.02877698,0.035971224,0.01438849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021582734,0.021582734,0.05035971,0.02877698,0.021582734,0.0,0.0,0.0,0.01438849,0.0,0.007194245,0.0,0.0,0.007194245,0.0,0.0,0.021582734,0.02877698,0.02877698,0.02877698,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194245,0.01438849,0.0,0.02877698,0.035971224,0.035971224,0.01438849,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194245,0.01438849,0.007194245,0.021582734,0.021582734,0.021582734,0.01438849,0.01438849,0.007194245,0.007194245,0.0,0.0,0.0,0.0,0.0,0.007194245,0.0,0.0,0.007194245,0.007194245,0.05035971,0.007194245,0.007194245,0.021582734,0.007194245,0.0,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194245,0.0,0.007194245,0.01438849,0.0,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194245,0.0,0.0,0.01438849,0.01438849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01438849,0.007194245,0.007194245,0.01438849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194245,0.007194245,0.01438849,0.0,0.0,0.0,0.0,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194245,0.007194245,0.01438849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1liga,7964,2499835,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,95,0.0,91.0,,0.010526316,0.0,0.010526316,0.0,0.021052632,0.0,0.010526316,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316,0.0,0.0,0.010526316,0.0,0.0,0.021052632,0.010526316,0.021052632,0.010526316,0.0,0.0,0.010526316,0.0,0.0,0.0,0.010526316,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316,0.0,0.010526316,0.0,0.010526316,0.010526316,0.021052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021052632,0.031578947,0.0,0.010526316,0.021052632,0.021052632,0.021052632,0.010526316,0.0,0.010526316,0.0,0.0,0.0,0.0,0.0,0.0,0.021052632,0.010526316,0.042105265,0.0,0.031578947,0.010526316,0.021052632,0.010526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316,0.0,0.042105265,0.0,0.021052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021052632,0.010526316,0.010526316,0.0,0.010526316,0.042105265,0.021052632,0.010526316,0.010526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316,0.031578947,0.021052632,0.010526316,0.010526316,0.010526316,0.0,0.021052632,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316,0.0,0.0,0.0,0.0,0.021052632,0.010526316,0.0,0.021052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316,0.0,0.0,0.010526316,0.0,0.010526316,0.0,0.021052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316,0.0,0.0,0.0,0.010526316,0.0,0.0,0.010526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316,0.0,0.0,0.0
1liga,7964,2499842,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,82,0.0,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951215,0.0121951215,0.0,0.0121951215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951215,0.0,0.0121951215,0.024390243,0.0,0.0121951215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951215,0.0,0.0,0.0121951215,0.024390243,0.0121951215,0.0121951215,0.024390243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243,0.0,0.024390243,0.0121951215,0.024390243,0.024390243,0.036585364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951215,0.0,0.024390243,0.0121951215,0.0,0.0,0.0121951215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951215,0.036585364,0.0,0.048780486,0.036585364,0.0121951215,0.024390243,0.0121951215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036585364,0.0121951215,0.0,0.024390243,0.0121951215,0.0121951215,0.0121951215,0.0121951215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243,0.0,0.0,0.0,0.0121951215,0.0,0.0121951215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951215,0.0,0.0121951215,0.0121951215,0.0,0.024390243,0.0,0.0,0.0,0.0121951215,0.0,0.0,0.0,0.0,0.0121951215,0.0,0.0,0.0,0.024390243,0.024390243,0.0121951215,0.024390243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951215,0.0121951215,0.0,0.0,0.0,0.0,0.0121951215,0.0,0.0121951215,0.0121951215,0.0121951215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1liga,7964,2499858,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,9,89.0,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222,0.0,0.0,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1liga,7964,2499861,1612,J. Henderson,J. Henderson,Midfielder,CDM,MID_NEEDS_DETAIL,Liverpool,107,0.0,88.0,,0.009345794,0.0,0.0,0.0,0.0,0.009345794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794,0.0,0.009345794,0.0,0.009345794,0.028037382,0.0,0.0,0.009345794,0.009345794,0.0,0.009345794,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794,0.018691588,0.009345794,0.037383176,0.009345794,0.028037382,0.028037382,0.018691588,0.009345794,0.0,0.0,0.0,0.0,0.0,0.009345794,0.0,0.009345794,0.009345794,0.018691588,0.018691588,0.018691588,0.028037382,0.028037382,0.018691588,0.018691588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794,0.028037382,0.046728972,0.0,0.0,0.009345794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018691588,0.018691588,0.0,0.028037382,0.018691588,0.009345794,0.009345794,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794,0.0,0.009345794,0.0,0.009345794,0.0,0.0,0.046728972,0.028037382,0.009345794,0.018691588,0.009345794,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794,0.018691588,0.009345794,0.018691588,0.0,0.0,0.009345794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794,0.009345794,0.009345794,0.009345794,0.018691588,0.009345794,0.009345794,0.018691588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794,0.0,0.0,0.0,0.0,0.028037382,0.0,0.0,0.0,0.009345794,0.0,0.0,0.0,0.0,0.0,0.009345794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
