dataset_name,player_id,match_id,team_id,player_name,player_name_raw,role_name,specific_position,position_status,team_name,n_touches,minute_min,minute_max,match_date
5liga,173,2500035,1673,R. van La Parra,R. van La Parra,Midfielder,LW,MID_NEEDS_DETAIL,Huddersfield Town,36,1.0,83.0,
5liga,173,2500041,1673,R. van La Parra,R. van La Parra,Midfielder,LW,MID_NEEDS_DETAIL,Huddersfield Town,60,6.0,87.0,
5liga,173,2500051,1673,R. van La Parra,R. van La Parra,Midfielder,LW,MID_NEEDS_DETAIL,Huddersfield Town,59,1.0,75.0,
5liga,173,2500062,1673,R. van La Parra,R. van La Parra,Midfielder,LW,MID_NEEDS_DETAIL,Huddersfield Town,29,4.0,52.0,
5liga,173,2500071,1673,R. van La Parra,R. van La Parra,Midfielder,LW,MID_NEEDS_DETAIL,Huddersfield Town,65,0.0,73.0,
5liga,174,2575966,3164,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Sampdoria,9,85.0,95.0,
5liga,174,2576159,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,13,67.0,95.0,
5liga,174,2576170,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,12,4.0,27.0,
5liga,174,2576184,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,43,2.0,63.0,
5liga,174,2576190,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,49,0.0,76.0,
5liga,174,2576200,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,49,1.0,73.0,
5liga,174,2576210,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,27,3.0,36.0,
5liga,174,2576223,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,63,0.0,77.0,
5liga,174,2576230,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,56,0.0,79.0,
5liga,174,2576241,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,47,1.0,70.0,
5liga,174,2576249,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,32,0.0,71.0,
5liga,174,2576266,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,57,0.0,94.0,
5liga,174,2576269,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,87,1.0,94.0,
5liga,174,2576279,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,43,56.0,92.0,
5liga,174,2576289,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,49,0.0,96.0,
5liga,174,2576308,3219,F. Đuričić,F. Đuričić,Midfielder,CAM,MID_NEEDS_DETAIL,Benevento,14,2.0,27.0,
5liga,179,2499736,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,15,67.0,92.0,
5liga,179,2499796,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,36,0.0,72.0,
5liga,179,2499806,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,33,0.0,54.0,
5liga,179,2499810,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,10,83.0,92.0,
5liga,179,2499826,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,20,61.0,92.0,
5liga,179,2499832,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,9,82.0,94.0,
5liga,179,2499876,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,20,64.0,93.0,
5liga,179,2499881,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,14,65.0,86.0,
5liga,179,2499893,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,53,0.0,87.0,
5liga,179,2499907,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,43,0.0,64.0,
5liga,179,2499927,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,30,45.0,93.0,
5liga,179,2499937,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,21,53.0,90.0,
5liga,179,2499991,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,28,45.0,91.0,
5liga,179,2500026,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,8,78.0,86.0,
5liga,179,2500056,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,33,2.0,46.0,
5liga,179,2500079,10531,L. Narsingh,L. Narsingh,Midfielder,RW,MID_NEEDS_DETAIL,Swansea City,12,77.0,91.0,
5liga,192,2576173,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,28,1.0,91.0,
5liga,192,2576185,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,51,0.0,91.0,
5liga,192,2576194,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,48,0.0,93.0,
5liga,192,2576202,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,38,1.0,93.0,
5liga,192,2576217,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,43,0.0,89.0,
5liga,192,2576223,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,44,0.0,91.0,
5liga,192,2576231,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,38,0.0,94.0,
5liga,192,2576239,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,57,3.0,89.0,
5liga,192,2576251,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,46,0.0,89.0,
5liga,192,2576261,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,51,0.0,93.0,
5liga,192,2576271,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,47,1.0,89.0,
5liga,192,2576287,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,69,0.0,88.0,
5liga,192,2576293,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,72,0.0,91.0,
5liga,192,2576307,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,47,0.0,93.0,
5liga,192,2576328,3194,J. Vuković,J. Vuković,Defender,CB,DEF_NEEDS_DETAIL,Hellas Verona,58,0.0,71.0,
5liga,254,2565553,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,78,0.0,92.0,
5liga,254,2565563,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,38,0.0,79.0,
5liga,254,2565576,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,69,0.0,71.0,
5liga,254,2565586,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,71,1.0,90.0,
5liga,254,2565599,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,74,0.0,92.0,
5liga,254,2565613,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,61,2.0,93.0,
5liga,254,2565624,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,73,0.0,92.0,
5liga,254,2565629,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,69,0.0,92.0,
5liga,254,2565640,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,54,0.0,89.0,
5liga,254,2565654,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,70,2.0,91.0,
5liga,254,2565662,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,51,0.0,85.0,
5liga,254,2565673,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,65,0.0,92.0,
5liga,254,2565679,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,106,2.0,91.0,
5liga,254,2565688,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,56,0.0,84.0,
5liga,254,2565702,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,68,4.0,92.0,
5liga,254,2565726,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,95,1.0,92.0,
5liga,254,2565734,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,69,0.0,87.0,
5liga,254,2565741,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,47,0.0,86.0,
5liga,254,2565753,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,72,1.0,92.0,
5liga,254,2565767,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,45,3.0,87.0,
5liga,254,2565776,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,84,2.0,96.0,
5liga,254,2565782,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,50,1.0,95.0,
5liga,254,2565788,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,62,2.0,92.0,
5liga,254,2565806,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,69,0.0,92.0,
5liga,254,2565808,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,72,0.0,93.0,
5liga,254,2565820,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,60,0.0,91.0,
5liga,254,2565834,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,78,1.0,91.0,
5liga,254,2565846,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,63,0.0,93.0,
5liga,254,2565849,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,78,0.0,91.0,
5liga,254,2565867,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,54,0.0,90.0,
5liga,254,2565869,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,94,1.0,92.0,
5liga,254,2565883,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,64,1.0,91.0,
5liga,254,2565893,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,58,1.0,93.0,
5liga,254,2565906,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,72,1.0,91.0,
5liga,254,2565910,683,R. Rosales,R. Rosales,Defender,RB,DEF_NEEDS_DETAIL,Málaga,51,1.0,85.0,
5liga,262,2499726,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,56,4.0,92.0,
5liga,262,2499736,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,65,0.0,92.0,
5liga,262,2499741,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,45,0.0,83.0,
5liga,262,2499757,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,59,3.0,87.0,
5liga,262,2499777,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,60,0.0,94.0,
5liga,262,2499788,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,37,45.0,94.0,
5liga,262,2499796,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,48,1.0,70.0,
5liga,262,2499810,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,48,0.0,92.0,
5liga,262,2499826,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,71,0.0,92.0,
5liga,262,2499832,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,58,0.0,66.0,
5liga,262,2499846,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,11,72.0,90.0,
5liga,262,2499855,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,41,45.0,93.0,
5liga,262,2499866,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,75,1.0,82.0,
5liga,262,2499881,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,13,73.0,90.0,
5liga,262,2499893,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,50,0.0,92.0,
5liga,262,2499913,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,41,0.0,75.0,
5liga,262,2499957,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,45,0.0,88.0,
5liga,262,2499960,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,46,0.0,92.0,
5liga,262,2499974,10531,L. Fer,L. Fer,Midfielder,CM,MID_NEEDS_DETAIL,Swansea City,18,6.0,32.0,
5liga,284,2499741,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,55,0.0,64.0,
5liga,284,2499766,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,42,0.0,67.0,
5liga,284,2499777,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,35,0.0,45.0,
5liga,284,2499810,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,27,0.0,75.0,
5liga,284,2499846,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,57,0.0,95.0,
5liga,284,2499855,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,41,0.0,89.0,
5liga,284,2499866,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,71,1.0,95.0,
5liga,284,2499876,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,54,0.0,92.0,
5liga,284,2499881,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,22,5.0,85.0,
5liga,284,2499937,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,53,0.0,90.0,
5liga,284,2499945,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,69,0.0,59.0,
5liga,284,2499957,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,42,0.0,91.0,
5liga,284,2499960,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,37,0.0,92.0,
5liga,284,2499974,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,51,0.0,93.0,
5liga,284,2499986,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,76,0.0,91.0,
5liga,284,2499991,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,45,1.0,44.0,
5liga,284,2500006,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,46,2.0,92.0,
5liga,284,2500013,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,43,1.0,90.0,
5liga,284,2500034,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,53,1.0,89.0,
5liga,284,2500048,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,41,0.0,45.0,
5liga,284,2500065,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,26,0.0,89.0,
5liga,284,2500076,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,85,0.0,94.0,
5liga,284,2500079,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,47,3.0,68.0,
5liga,284,2500096,10531,M. van der Hoorn,M. van der Hoorn,Defender,CB,DEF_NEEDS_DETAIL,Swansea City,64,0.0,89.0,
5liga,340,2499723,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,44,46.0,90.0,
5liga,340,2499752,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,76,1.0,93.0,
5liga,340,2499764,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,71,0.0,87.0,
5liga,340,2499772,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,60,0.0,72.0,
5liga,340,2499782,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,79,1.0,93.0,
5liga,340,2499856,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,62,1.0,92.0,
5liga,340,2499863,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,68,1.0,92.0,
5liga,340,2499872,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,33,1.0,73.0,
5liga,340,2499885,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,72,0.0,93.0,
5liga,340,2499893,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,70,0.0,91.0,
5liga,340,2499902,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,49,2.0,93.0,
5liga,340,2499918,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,75,1.0,90.0,
5liga,340,2499919,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,67,0.0,95.0,
5liga,340,2499932,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,61,0.0,92.0,
5liga,340,2499946,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,69,2.0,91.0,
5liga,340,2499952,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,75,0.0,96.0,
5liga,340,2499963,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,56,0.0,89.0,
5liga,340,2499970,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,57,0.0,90.0,
5liga,340,2499980,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,54,1.0,90.0,
5liga,340,2499997,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,64,4.0,86.0,
5liga,340,2500000,1623,Cuco Martina,Cuco Martina,Defender,LB,DEF_NEEDS_DETAIL,Everton,75,0.0,93.0,
5liga,370,2499786,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,99,0.0,97.0,
5liga,370,2499795,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,112,0.0,95.0,
5liga,370,2499804,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,89,0.0,93.0,
5liga,370,2499811,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,80,0.0,92.0,
5liga,370,2499824,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,75,1.0,91.0,
5liga,370,2499835,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,63,0.0,91.0,
5liga,370,2499845,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,102,0.0,93.0,
5liga,370,2499857,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,33,3.0,94.0,
5liga,370,2499859,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,75,0.0,92.0,
5liga,370,2499875,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,45,1.0,92.0,
5liga,370,2499886,1619,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Southampton,72,0.0,92.0,
5liga,370,2499957,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,143,0.0,94.0,
5liga,370,2499975,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,35,1.0,95.0,
5liga,370,2499984,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,61,3.0,93.0,
5liga,370,2499995,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,89,0.0,89.0,
5liga,370,2500003,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,114,0.0,91.0,
5liga,370,2500014,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,64,0.0,95.0,
5liga,370,2500023,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,83,0.0,89.0,
5liga,370,2500032,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,122,2.0,92.0,
5liga,370,2500043,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,81,1.0,89.0,
5liga,370,2500052,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,106,0.0,92.0,
5liga,370,2500068,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,101,0.0,92.0,
5liga,370,2500072,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,93,1.0,95.0,
5liga,370,2500082,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,127,0.0,94.0,
5liga,370,2500092,1612,V. van Dijk,V. van Dijk,Defender,CB,DEF_NEEDS_DETAIL,Liverpool,117,0.0,91.0,
5liga,382,2500745,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,12,80.0,93.0,
5liga,382,2500765,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,24,0.0,37.0,
5liga,382,2500785,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,14,67.0,90.0,
5liga,382,2500787,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,15,68.0,92.0,
5liga,382,2500805,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,34,0.0,74.0,
5liga,382,2500809,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,38,0.0,69.0,
5liga,382,2500825,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,44,0.0,81.0,
5liga,382,2500833,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,14,62.0,88.0,
5liga,382,2500845,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,41,0.0,94.0,
5liga,382,2500852,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,35,0.0,65.0,
5liga,382,2500865,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,34,0.0,73.0,
5liga,382,2500871,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,60,2.0,86.0,
5liga,382,2500885,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,48,1.0,88.0,
5liga,382,2500925,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,13,67.0,84.0,
5liga,382,2500953,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,36,0.0,74.0,
5liga,382,2500965,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,21,0.0,52.0,
5liga,382,2500971,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,22,70.0,91.0,
5liga,382,2500976,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,9,85.0,94.0,
5liga,382,2500999,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,14,68.0,90.0,
5liga,382,2501035,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,12,76.0,92.0,
5liga,382,2501039,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,10,73.0,89.0,
5liga,382,2501052,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,48,0.0,69.0,
5liga,382,2501065,3795,Suk Hyun-Jun,Suk Hyun-Jun,Forward,ST,FWD_NEEDS_DETAIL,Troyes,35,0.0,75.0,
5liga,383,2499726,1619,D. Tadić,D. Tadić,Midfielder,CAM,MID_NEEDS_DETAIL,Southampton,73,0.0,89.0,
5liga,383,2499738,1619,D. Tadić,D. Tadić,Midfielder,CAM,MID_NEEDS_DETAIL,Southampton,63,3.0,92.0,
